amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
8000,514,758,"Matelin maisemissa, Simanan sisikunnassa, laulajan lakin päällä. Jatkohanke vuosille 2012-2013",Digitointi,Digitointi,Pohjois-Karjala,Ilomantsin kunnankirjasto,Itä-Suomi,Ilomantsi,hankkeet.kirjastot.fi/node/357,2012,"Kirjaston henkilökunta, Sidosryhmät","Kirjaston henkilökunta, Sidosryhmät",ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
0,525,773,"Medialukutaito, informaatiolukutaito, ympäristölukutaito, verkkolukutaito...",Mediakasvatus,Mediakasvatus,Pohjois-Pohjanmaa,Raahen kaupunginkirjasto,Pohjois-Suomi,Raahe,hankkeet.kirjastot.fi/node/1112,2013,"Kirjaston henkilökunta, Tietty ammattiryhmä (esim. opettajat)","Kirjaston henkilökunta, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,valtakunnallinen	,Pohjois-Pohjanmaan
10000,764,1120,Tarinatornado - lasten ja nuorten aineistoseminaari,Henkilöstön osaaminen,Henkilöstön osaaminen,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/325,2012,"Kirjaston henkilökunta, Tietty ammattiryhmä (esim. opettajat)","Kirjaston henkilökunta, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,maakunta	,Varsinais-Suomen
4000,687,1005,Sadun merkit,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,ähtärin kaupunginkirjasto,Länsi- ja Sisä-Suomi,ähtäri,hankkeet.kirjastot.fi/node/1797,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä Suomen
4800,699,1022,"Sanataide houkuttaa lukemaan, tekemään ja innostumaan",Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Alavieskan kunnankirjasto,Pohjois-Suomi,Alavieska,hankkeet.kirjastot.fi/node/514,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
5000,556,817,Modernit työkalut käyttöön koulukirjastojen pyörityksessä,Laitehankinnat,Laitehankinnat,Uusimaa,Askolan kunnankirjasto,Etelä-Suomi,Askola,hankkeet.kirjastot.fi/node/1341,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
12000,543,799,Minustakin Nettimonsteri!,Mediakasvatus,Mediakasvatus,Uusimaa,Espoon kaupunginkirjasto  / Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1842,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
45000,853,1250,Venäjänkielisen lastenkirjastotoiminnan seudullinen kehityshanke,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/550,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
0,438,645,Lastenlevy Espoon alakoululaisille!,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - Sellon kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1092,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
2300,99,139,Elämyksellistä kirjavinkkausta kolmosille : Kirjavinkkaustoiminnan kehittäminen Euran kunnan kirjastossa,Lukemisen edistäminen,Lukemisen edistäminen,Satakunta,Euran kunnankirjasto,Lounais-Suomi,Eura,hankkeet.kirjastot.fi/node/1173,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
2500,404,593,Kyläkouluille kirjavinkkari,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/801,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
1000,747,1095,Syksyinen iltakirjasto,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/787,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjanmaan
37000,545,802,Mistä löytyy eläinkirjoja?,Kokoelmat,Kokoelmat,Pohjois-Pohjanmaa,Haapajärven kirjasto,Pohjois-Suomi,Haapajärvi,hankkeet.kirjastot.fi/node/2027,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,maakunta	,Pohjois-Suomen
0,762,1117,Tarinan taikaa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/1787,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
3000,714,1046,Satumaisen liikuttava kirjastoretki,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/963,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
6000,601,877,Nuotiotulia ja palatsien loistoa - Maailman tarut -työpajat peruskoulun ala-asteille,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/732,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
1000,771,1134,Teatteria Peukaloisen retkistä,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kainuu,Hyrynsalmen kirjasto,Pohjois-Suomi,Hyrynsalmi,hankkeet.kirjastot.fi/node/1114,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Pohjanmaan
3000,474,693,Luku-Ukulin lukuhuispaus,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1769,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
3000,473,692,Luku-Ukuli lentää jälleen!,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/380,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
1450,237,339,Ketunkierros -lukudiplomi Kaarinan ruotsinkielisille oppilaille,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/966,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
0,552,811,Mobiilisti kautta Kaarinan!,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1811,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,maakunta	,Lounais-Suomen
4000,314,451,Kirjaston ja koulun yhteinen mediakasvatushanke,Mediakasvatus,Mediakasvatus,Pohjois-Savo,Kaavin kirjasto,Itä-Suomi,Kaavi,hankkeet.kirjastot.fi/node/427,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Savon
3600,654,958,Poikien vuosi,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/616,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
4000,21,26,Alakoululaisten kirjavilmaatti,Mediakasvatus,Mediakasvatus,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/1890,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Itä-Suomen
1800,247,351,Kirjailija/kirjavinkkari koululaisia innostamaan,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Isojoen kunnankirjasto,Länsi- ja Sisä-Suomi,Karijoki,hankkeet.kirjastot.fi/node/1067,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjanmaan
1500,613,894,Onko muitakin kirjoja kuin Risto Räppääjiä? - Kolmosten lukutottumusten laajentaminen yhteistoiminnallisesti ,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/2004,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Etelä-Suomen
5500,104,145,Elämyksiä kirjastoseikkailusta ja lukuiloa tietokirjoista!,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/455,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
10000,418,613,Lakialla luetahan,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhavan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhava,hankkeet.kirjastot.fi/node/1799,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
5000,105,146,Elämyksiä lukemalla,Lukemisen edistäminen,Lukemisen edistäminen,Kainuu,Kuhmon kaupunginkirjasto,Pohjois-Suomi,Kuhmo,hankkeet.kirjastot.fi/node/1927,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Suomen
1000,452,662,"Lorua, leikkiä, liikettä - kirjailija johdattelee",Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/781,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjanmaan
10000,256,364,Kirjakamelin matkassa ,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Laihian kirjasto,Länsi- ja Sisä-Suomi,Laihia,hankkeet.kirjastot.fi/node/1321,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjanmaan
8000,700,1023,Sanataide koukuttaa lukemaan! ,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/2134,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Etelä-Suomen
4800,760,1115,Tarina elokuvaksi - luovaa mediakasvatusta,Mediakasvatus,Mediakasvatus,Keski-Suomi,Laukaan kunnankirjasto,Länsi- ja Sisä-Suomi,Laukaa,hankkeet.kirjastot.fi/node/633,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
4000,298,429,Kirjastoapinan lukudiplomi ja kirjastonappari,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Liedon kunnankirjasto,Lounais-Suomi,Lieto,hankkeet.kirjastot.fi/node/301,2011,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
3500,309,443,Kirjastoleikki eskarilaisille,Mediakasvatus,Mediakasvatus,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1528,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
4000,765,1122,Tarinoiden maailma - vinkkauksia päiväkodeille,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjato,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/2119,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
3000,515,759,Matkalla - kirjoja eri maista ja kulttuureista,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/529,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
3000,351,506,Kirjavinkkausta toisella kotimaisella,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/535,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
4000,469,686,Lukki-kirjastojen kirjallinen joulukalenteri,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1410,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,maakunta	,Uudenmaan
2500,442,650,Liikunnallisia satutuokioita ekaluokkalaisille / Sagostunder med rörelse åt första klassister,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Loviisan kaupunginkirjasto,Etelä-Suomi,Loviisa,hankkeet.kirjastot.fi/node/2158,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Etelä-Suomen
10000,287,413,Kirjasto mediakasvatuksen ohjaajana,Mediakasvatus,Mediakasvatus,Varsinais-Suomi,Marttilan kunnankirjasto,Lounais-Suomi,Marttila,hankkeet.kirjastot.fi/node/1960,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Lounais-Suomen
5000,336,484,KirjastoParkki,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/611,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Savon
3000,263,374,Kirjaretki,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/937,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan
8500,683,1001,Saako ääneni kuulua? - kirjasto ja kulttuuri tasa-arvoisuuden ja yhdenvertaisuuden edistäjänä,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Nivalan kaupunginkirjasto,Pohjois-Suomi,Nivala,hankkeet.kirjastot.fi/node/312,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Pohjanmaan
3300,279,402,Kirjasto kansanperinteen välittäjänä : Elämää Nivalassa 1 - omavaraisuudesta teollisuuteen,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Nivalan kaupunginkirjasto,Pohjois-Suomi,Nivala,hankkeet.kirjastot.fi/node/997,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
2500,401,589,Kuva kertoo tarinan,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/224,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
6500,189,266,Joulukalenterista lukuintoa joulunaikaan,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Pöytyän kirjasto,Lounais-Suomi,Pöytyä,hankkeet.kirjastot.fi/node/1823,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kansainvälinen	,Varsinais-Suomen
4500,304,437,KirjastoKerho,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Paimion kaupunginkirjasto,Lounais-Suomi,Paimio,hankkeet.kirjastot.fi/node/2014,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Lounais-Suomen
1200,436,643,Lasten lukupiiri,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Parkanon kaupunginkirjasto,Länsi- ja Sisä-Suomi,Parkano,hankkeet.kirjastot.fi/node/597,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjanmaan
8000,350,505,Kirjavinkkauksella lisää lukuintoa,Lukemisen edistäminen,Lukemisen edistäminen,Keski-Suomi,Wiitaunionin aluekirjasto,Länsi- ja Sisä-Suomi,Pihtipudas,hankkeet.kirjastot.fi/node/2272,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,seutukunnat	,Länsi- ja Sisä-Suomen
4000,386,567,Koukuta kirja,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Pukkilan kunnankirjasto,Etelä-Suomi,Pukkila,hankkeet.kirjastot.fi/node/1241,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
2000,258,366,Kirjallisuus läheiseksi,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Pukkilan kunnankirjasto,Etelä-Suomi,Pukkila,hankkeet.kirjastot.fi/node/2241,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Etelä-Suomen
2600,499,736,Luonnonkirjaa lukemassa,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Pyhäjoen kunnankirjasto,Pohjois-Suomi,Pyhäjoki,hankkeet.kirjastot.fi/node/433,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
50000,488,719,Lukuisia kerhoja Etelä-Pohjanmaalle,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/1557,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,valtakunnallinen	,Pohjanmaan
2800,677,993,Runonrustaajat : runotyöpaja 1-2- luokkalaisille,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1035,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1700,668,981,Rosvoseikkailuja kyläkouluissa,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1878,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Itä-Suomen
2000,461,673,Lukeminen on siistiä - lukukilpailu alakoululaisille,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/279,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Savon
4000,327,472,Kirjastonkäytön opetuksen kehittämishanke,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,"Sonkajärven kunnankirjasto, Iisalmen kaupunginkirjasto, Vieremän kunnankirjasto",Itä-Suomi,Sonkajärvi,hankkeet.kirjastot.fi/node/604,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Pohjois-Savon
15000,228,326,Käy kirjastossa -sivusto PIKI-verkkokirjaston Lapset-osioon,Mediakasvatus,Mediakasvatus,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/524,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,maakunta	,Pohjanmaa
3000,625,911,Päivä kirjastovirkailijana! Kirjastopalvelut tutuksi alakoululaisille,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Karjala,Tohmajärven kunnankirjasto,Itä-Suomi,Tohmajärvi,hankkeet.kirjastot.fi/node/2210,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Itä-Suomen
14000,704,1030,Sanojen taikaa: sanataidetta lähikirjastoissa,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1800,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä Suomen
26600,112,156,Eläviä lasten kirjallisuustapahtumia kirjastossa,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/509,2012,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
10000,372,541,Kolmoset kirjastokoukkuun ,Mediakasvatus,Mediakasvatus,Uusimaa,Vihdin kunnankirjasto ,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/1598,2013,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Uudenmaan
3000,437,644,Lasten osastojen opasteet uusiksi,Tilasuunnittelu,Tilasuunnittelu,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2288,2014,Lapset (alle 13 v.),Lapset (alle 13 v.),ELY,suomenkielinen,1,kunnat,Etelä-Suomen
6000,494,727,Lukutaidolla selviytyjäksi : Tarina-kuvataidepaja -hanke,Lukemisen edistäminen,Lukemisen edistäminen,Lappi,Tornion kaupunginkirjasto,Lappi,Tornio,hankkeet.kirjastot.fi/node/1957,2014,"Lapset (alle 13 v.), Erityisryhmät","Lapset (alle 13 v.), Erityisryhmät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lapin
15000,56,73,"Bittivirrassa kirjastoon! Interaktiivinen tekniikka luo virtuaalisen kylän yhdistäen kirjaston,  koulun, päivä - ja seniorikodin",Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/506,2012,"Lapset (alle 13 v.), Ikääntyneet","Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
3000,516,760,Matkalla myllylle: sadunkerrontaa kirjateatterin keinoin Itä-Suomen kirjastoihin,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Savo,"Toenperän kirjasto, Juvan kirjasto",Itä-Suomi,Juva,hankkeet.kirjastot.fi/node/2404,2014,"Lapset (alle 13 v.), Ikääntyneet","Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,1,ylimaakunnallinen	,Itä-Suomen
5000,717,1051,Satusilta,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/396,2012,"Lapset (alle 13 v.), Ikääntyneet","Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
2000,44,56,Avoimella mielellä : runot tutuiksi lapsille ja ikäihmisille,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Lumijoen kirjasto Hiidenkivi,Pohjois-Suomi,Lumijoki,hankkeet.kirjastot.fi/node/2228,2014,"Lapset (alle 13 v.), Ikääntyneet","Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,1,kunnat,Pohjois-Suomen
9000,387,568,Koukutu kirjastoon: Lasten ja seniorien kirjastonkäytön aktivointi,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1956,2014,"Lapset (alle 13 v.), Ikääntyneet","Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lounais-Suomen
12000,769,1129,Tartu tassuun -hankkeen laajennus - koira-avusteisia muisteluhetkiä vanhuksille ja kirjoitushetkiä lapsille,Palvelujen kehittäminen,Palvelujen kehittäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1873,2014,"Lapset (alle 13 v.), Ikääntyneet, Kirjaston henkilökunta","Lapset (alle 13 v.), Ikääntyneet, Kirjaston henkilökunta",ELY,suomenkielinen,1,kunnat,Lounais-Suomen
12000,815,1192,Uinuvasta sivukirjastosta aktiiviseksi kuntalaisten kohtaamispaikaksi,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Askolan kunnankirjasto / Monninkylän kirjasto,Etelä-Suomi,Askola,hankkeet.kirjastot.fi/node/1377,2013,"Lapset (alle 13 v.), Kirjaston asiakkaat","Lapset (alle 13 v.), Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
