amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
5000,286,412,Kirjasto Liikkuu ja liikuttaa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Maskun kunnankirjasto,Lounais-Suomi,Masku,hankkeet.kirjastot.fi/node/625,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
0,844,1239,Valoa ja viihtyisyyttä kirjastoon,Tilasuunnittelu,Tilasuunnittelu,Lappi,Muonion kunnankirjasto,Lappi,Muonio,hankkeet.kirjastot.fi/node/244,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
6000,812,1188,Tuunataan yhdessä kyläkirjasto,Palvelujen kehittäminen,Palvelujen kehittäminen,Varsinais-Suomi,Mynämäen kunnankirjasto,Lounais-Suomi,Mynämäki,hankkeet.kirjastot.fi/node/1210,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Varsinais-Suomen
2000,519,764,Mediakasvatuksen ja kirjastonkäytön opetuksen tueksi tarvittavat laitteet,Laitehankinnat,Laitehankinnat,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/163,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
2000,242,345,Kirja  tutuksi,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/165,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
3000,457,669,Luen ja tuotan itse,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/1736,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
7000,754,1105,Tabletti tiedonjanoon,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Naantalin kaupunginkirjasto,Lounais-Suomi,Naantali,hankkeet.kirjastot.fi/node/2035,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lounais-Suomen
3500,581,852,Nakkilalaisten omat aarteet digitaalisiksi,Laitehankinnat,Laitehankinnat,Satakunta,Nakkilan kunnankirjasto,Lounais-Suomi,Nakkila,hankkeet.kirjastot.fi/node/989,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
3000,252,358,Kirjailijavierailuilla lukuintoa Nurmekseen,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Karjala,Nurmeksen kaupunginkirjasto,Itä-Suomi,Nurmes,hankkeet.kirjastot.fi/node/1507,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Savon
4800,826,1212,Uuden kirjastoauton tarpeet Nurmeksessa,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Karjala,Nurmeksen kaupunginkirjasto,Itä-Suomi,Nurmes,hankkeet.kirjastot.fi/node/2419,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
6000,34,44,Asiakaspalvelulaitteet ajan tasalle,Laitehankinnat,Laitehankinnat,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/980,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
14000,379,552,Kotiseutu talteen,Digitointi,Digitointi,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/1907,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Etelä-Suomen
800,675,990,Runojen salamyhkäiset säkeet - nykyruno tutuksi ,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Oripään kirjasto,Lounais-Suomi,Oripää,hankkeet.kirjastot.fi/node/1231,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
7000,316,454,Kirjaston kasvot kirkastuvat,Laitehankinnat,Laitehankinnat,Pirkanmaa,Oriveden kaupunginkirjasto ,Länsi- ja Sisä-Suomi,Orivesi,hankkeet.kirjastot.fi/node/673,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
37000,25,31,Aluetietokannat ajan tasalle,Verkkopalvelut,Verkkopalvelut,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/2066,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,valtakunnallinen	,Pohjois-Suomen
0,115,159,Elokuvakirjallisuus kaikkien käyttöön,Kokoelmat,Kokoelmat,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/2072,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,valtakunnallinen	,Pohjois-Suomen
2960,891,1306,Ylläpidettävyyden lisääminen asiakasverkossa,Laitehankinnat,Laitehankinnat,Päijät-Häme,Padasjoen kunnankirjasto,Etelä-Suomi,Padasjoki,hankkeet.kirjastot.fi/node/1071,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
0,40,50,Asiakkaat verkkoon,Laitehankinnat,Laitehankinnat,Päijät-Häme,Padasjoen kunnankirjasto,Etelä-Suomi,Padasjoki,hankkeet.kirjastot.fi/node/536,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
7000,522,770,Mediakasvatusta vauvasta vaariin,Laitehankinnat,Laitehankinnat,Pirkanmaa,Parkanon kaupunginkirjasto,Länsi- ja Sisä-Suomi,Parkano,hankkeet.kirjastot.fi/node/562,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
11000,239,342,Kiertävä pelisalkku,Mediakasvatus,Mediakasvatus,Pirkanmaa,Pirkkalan kunnankirjasto,Länsi- ja Sisä-Suomi,Pirkkala,hankkeet.kirjastot.fi/node/406,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
4000,395,581,Kulttuuriperinnön säilyttäminen: digitointipiste Pomarkun kunnankirjastoon,Laitehankinnat,Laitehankinnat,Satakunta,Pomarkun kunnankirjasto,Lounais-Suomi,Pomarkku,hankkeet.kirjastot.fi/node/2240,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
1500,491,723,Lukupiiriin uutta potkua ,Lukemisen edistäminen,Lukemisen edistäminen,Satakunta,Pomarkun kunnankirjasto,Lounais-Suomi,Pomarkku,hankkeet.kirjastot.fi/node/2252,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
35000,284,409,Kirjasto lähestyy lähiötä,Palvelujen kehittäminen,Palvelujen kehittäminen,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/674,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Varsinais-Suomen
0,711,1042,SATAKIRJASTOT-TUOTEMERKIN KEHITTÄMINEN BRÄNDIKSI,Palvelujen kehittäminen,Palvelujen kehittäminen,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/1585,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Varsinais-Suomen
90000,26,32,Älyhylly laajenee - taskuun,Verkkopalvelut,Verkkopalvelut,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/2305,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Lounais-Suomen
4500,76,105,Digitoi aarteesi!,Laitehankinnat,Laitehankinnat,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/747,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Varsinais-Suomen
50000,709,1039,Satakirjastot-asiakaslehti,Palvelujen kehittäminen,Palvelujen kehittäminen,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/777,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Varsinais-Suomen
6000,408,599,Laadukasta opetusta medialuokassa,Mediakasvatus,Mediakasvatus,Uusimaa,Pornaisten kunnankirjasto,Etelä-Suomi,Pornainen,hankkeet.kirjastot.fi/node/236,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
2500,397,584,Kulttuurituokioita kirjastossa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Pornaisten kunnankirjasto,Etelä-Suomi,Pornainen,hankkeet.kirjastot.fi/node/1751,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
10000,752,1103,Tabletteja teknologian puutteeseen - laiteuutuuksia myös lähikirjastoihin,Laitehankinnat,Laitehankinnat,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1312,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
5000,697,1019,"Sana kohtaa sävelen, sanoittaja kuuntelijan",Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1550,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
0,893,1309,Ymmärrettäviä opasteita asiakkaille,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1525,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
8000,721,1058,Seitsemän tähteä kirjastossa,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/386,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Uudenmaan ELY-keskus
16000,178,250,Itä-Uudenmaan kirjailijat -verkkosivuston kirjailijatiedot Kirjasampoon,Verkkopalvelut,Verkkopalvelut,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1936,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,valtakunnallinen	,Etelä-Suomen
6000,642,940,Pelit ja vehkeet kirjastoon,Laitehankinnat,Laitehankinnat,Pohjois-Pohjanmaa,Pudasjärven kaupuginkirjasto,Pohjois-Suomi,Pudasjärvi,hankkeet.kirjastot.fi/node/1247,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
1000,454,665,Löydä kirjasto,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Pukkilan kunnankirjasto,Etelä-Suomi,Pukkila,hankkeet.kirjastot.fi/node/1289,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
0,153,218,Hyvää 164-vuotissyntymäpäivää!,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Pyhäjoen kunnankirjasto,Pohjois-Suomi,Pyhäjoki,hankkeet.kirjastot.fi/node/1134,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
1300,3,5,"\En löydä täältä mitään\""""",Tilasuunnittelu,Tilasuunnittelu,Pohjois-Pohjanmaa,Pyhäjoen kunnankirjasto,Pohjois-Suomi,Pyhäjoki,hankkeet.kirjastot.fi/node/415,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
4000,869,1274,Vinkkejä verkkopalvelujen käyttöön,Mediakasvatus,Mediakasvatus,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/1604,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1700,896,1314,"”Vempelleet metian kiijättämisseen""",Laitehankinnat,Laitehankinnat,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/2212,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1000,459,671,Luetaan ja rupatellaan,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/449,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
13000,739,1083,Suarelaisten suakkunoita,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/549,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
3600,148,211,Hitaasti kirjastossa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/410,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Varsinais-Suomen
11720,16,20,Aineistot talteen ja käyttöön - digitointipiste Ranuan kirjastolle,Digitointi,Digitointi,Lappi,Ranuan kunnankirjasto,Lappi,Ranua,hankkeet.kirjastot.fi/node/1013,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin ELY-keskus
4000,81,112,Digitointihuone Rauman pääkirjastoon,Laitehankinnat,Laitehankinnat,Satakunta,Rauman kaupunginkirjasto,Lounais-Suomi,Rauma,hankkeet.kirjastot.fi/node/927,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
0,321,463,Kirjaston palveluopas,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,Rautalammin kunnankirjasto,Itä-Suomi,Rautalampi,hankkeet.kirjastot.fi/node/1913,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
5000,507,747,"Maailma on...tietoja, taitoja ja ajatuksia",Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kanta-Häme,Riihimäen kaupunginkirjasto,Etelä-Suomi,Riihimäki,hankkeet.kirjastot.fi/node/1454,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
2000,271,387,Kirjasto ihan pihalla,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kanta-Häme,Riihimäen kaupunginkirjasto,Etelä-Suomi,Riihimäki,hankkeet.kirjastot.fi/node/2172,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
0,564,828,Muistojen Rovaniemi,Verkkopalvelut,Verkkopalvelut,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/1466,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
1000,679,995,Ruoveden ja Virtain yhteinen kirjastoauto 10 vuotta,Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Ruoveden kunnankirjasto,Länsi- ja Sisä-Suomi,Ruovesi,hankkeet.kirjastot.fi/node/2160,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
4500,10,13,150 vuotta kirjastotoimintaa Ruovedellä,Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Ruoveden kunnankirjasto,Länsi- ja Sisä-Suomi,Ruovesi,hankkeet.kirjastot.fi/node/1402,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
3000,838,1231,Uusia tuulia oheistoimintaan- uusia asiakkaita kirjastoon!,Palvelujen kehittäminen,Palvelujen kehittäminen,Keski-Suomi,Saarijärven kaupunginkirjasto,Länsi- ja Sisä-Suomi,Saarijärvi,hankkeet.kirjastot.fi/node/793,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
10100,609,887,Omatoimilehtisalista laajennettuihin palveluihin,Palvelujen kehittäminen,Palvelujen kehittäminen,Lappi,Sallan kunnankirjasto,Lappi,Salla,hankkeet.kirjastot.fi/node/2286,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
0,660,968,ProKirjasto,Palvelujen kehittäminen,Palvelujen kehittäminen,Varsinais-Suomi,Salon kirjasto,Lounais-Suomi,Salo,hankkeet.kirjastot.fi/node/2370,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lounais-Suomen
2500,411,603,Laatua kirjastopalveluihin itsearvioinnin avulla,Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Sastamalan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Sastamala,hankkeet.kirjastot.fi/node/1239,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
600,678,994,Runoutta Sauvon kirjastoon,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Sauvon kirjasto,Lounais-Suomi,Sauvo,hankkeet.kirjastot.fi/node/1333,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
3500,313,450,Kirjaston ilmeen kohotus 2010-luvulle,Tilasuunnittelu,Tilasuunnittelu,Etelä-Savo,Kerimäen kirjasto,Itä-Suomi,Savonlinna,hankkeet.kirjastot.fi/node/972,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Savon
1900,39,49,Asiakastietokoneiden päivitys nykyaikaa vastaaviksi,Laitehankinnat,Laitehankinnat,Etelä-Savo,Punkaharjun kirjasto,Itä-Suomi,Savonlinna,hankkeet.kirjastot.fi/node/245,2011,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
5000,205,290,KAITAFILMIT TALTEEN : KIRJASTON ASIAKKAILLE TARKOITETUN DIGITOINTIPALVELUN PARANTAMINEN,Digitointi,Digitointi,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/2386,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
2500,250,356,Kirjailijavierailla kirjallisuus tutuksi,Lukemisen edistäminen,Lukemisen edistäminen,Satakunta,Siikaisten kunnankirjasto,Lounais-Suomi,Siikainen,hankkeet.kirjastot.fi/node/1807,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
2600,644,943,Pieni on kaunista,Laitehankinnat,Laitehankinnat,Satakunta,Siikaisten kunnankirjasto,Lounais-Suomi,Siikainen,hankkeet.kirjastot.fi/node/345,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
6000,694,1016,Sähköisiä palveluja kirjastosta,Laitehankinnat,Laitehankinnat,Pohjois-Pohjanmaa,Rantsilan kirjasto,Pohjois-Suomi,Siikalatva,hankkeet.kirjastot.fi/node/1990,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Suomen
500,347,500,"Kirjat vinkeiksi, vinkit kuviksi, kuvat näyttelyksi",Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1973,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
8000,41,51,Asumisen ja elämisen teemahuone,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Sipoon kunnankirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/1560,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
5000,275,392,Kirjasto ja elävät kuvat,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Sipoon kunnankirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/2312,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
10000,299,430,Kirjastoautojen uudet kujeet ,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Sipoon kunnankirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/2350,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
12200,475,694,Lukuelämyksiä kaikelle kansalle,Lukemisen edistäminen,Lukemisen edistäminen,Lappi,Sompion kirjasto,Lappi,Sodankylä,hankkeet.kirjastot.fi/node/102,2011,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
22000,590,865,Novellin voimaa Sompiossa,Lukemisen edistäminen,Lukemisen edistäminen,Lappi,Sompion kirjasto,Lappi,Sodankylä,hankkeet.kirjastot.fi/node/1184,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
5000,149,212,Houkutteleva kirjasto,Tilasuunnittelu,Tilasuunnittelu,Pohjois-Savo,Sonkajärven kunnankirjasto,Itä-Suomi,Sonkajärvi,hankkeet.kirjastot.fi/node/1586,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
10000,681,998,Rutakon rundi: kirjailijat kiertueella Ylä-Savossa,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Sonkajärven kunnankirjasto,Itä-Suomi,Sonkajärvi,hankkeet.kirjastot.fi/node/2327,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Itä-Suomen
2500,753,1104,Tabletteja uutisnälkään,Laitehankinnat,Laitehankinnat,Kainuu,Suomussalmen kunnankirjasto,Pohjois-Suomi,Suomussalmi,hankkeet.kirjastot.fi/node/1137,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan 
0,756,1109,Taidetta koteihin,Palvelujen kehittäminen,Palvelujen kehittäminen,Kainuu,Suomussalmen kunnankirjasto,Pohjois-Suomi,Suomussalmi,hankkeet.kirjastot.fi/node/1160,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
6500,125,175,Faktaa ja fiktiota Koillismaan kirjastoissa,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/2285,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Pohjois-Suomen
0,646,946,PIKI-alueen asiakastoimintojen yhtenäistäminen,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1040,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
0,647,947,PIKI-kirjastojen järjestelmäparametrien yhtenäistäminen,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1813,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
0,569,837,Museon kirjastoaarteet saataville!,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1819,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
0,559,822,Monikanavakuuntelutila,Laitehankinnat,Laitehankinnat,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1820,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
800,88,121,Digitointipiste uudistettuun kirjastoon,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Tarvasjoen kirjasto,Lounais-Suomi,Tarvasjoki,hankkeet.kirjastot.fi/node/1994,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
