id2,id,hanke_name,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Lookup_Hanketyyppi,Lookup_Kieli,Lookup_Vaikutusalue,amount,lkm
295,425,Kirjasto tutuksi,Palvelujen kehittäminen,Keski-Suomi,äänekosken kaupunginkirjasto,Länsi- ja Sisä-Suomi,äänekoski,hankkeet.kirjastot.fi/node/260,2012,Kirjaston ei-käyttäjät,ELY,suomenkielinen,kunnat,10000,1
296,426,Kirjasto uusiksi kierrättämällä,Tilasuunnittelu,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/470,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,25000,1
297,427,Kirjasto viivähtää vierellä - kuntoon katsomatta VIIVI,Palvelujen kehittäminen,Keski-Pohjanmaa,Vetelin kunnankirjasto,Länsi- ja Sisä-Suomi,Veteli,hankkeet.kirjastot.fi/node/2186,2014,"Ikääntyneet, Erityisryhmät",ELY,suomenkielinen,kunnan- tai kaupunginosat	,9000,1
298,429,Kirjastoapinan lukudiplomi ja kirjastonappari,Lukemisen edistäminen,Varsinais-Suomi,Liedon kunnankirjasto,Lounais-Suomi,Lieto,hankkeet.kirjastot.fi/node/301,2011,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,4000,1
299,430,Kirjastoautojen uudet kujeet ,Palvelujen kehittäminen,Uusimaa,Sipoon kunnankirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/2350,2014,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,10000,1
300,431,Kirjastoauton kulttuurikuukausi,Lukemisen edistäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1007,2013,"Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,8000,1
301,433,Kirjastoautot perinteitä vaalien uutta kohti,Palvelujen kehittäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1530,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,3700,1
302,435,Kirjastoilta lapsiperheille kerran kuussa,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/959,2013,Lapsiperheet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
303,436,Kirjastokeikka 2,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kempeleen kirjasto,Pohjois-Suomi,Kempele,hankkeet.kirjastot.fi/node/769,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4000,1
304,437,KirjastoKerho,Lukemisen edistäminen,Varsinais-Suomi,Paimion kaupunginkirjasto,Lounais-Suomi,Paimio,hankkeet.kirjastot.fi/node/2014,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,4500,1
305,438,KirjastoKino / BioBibban,Oppimisympäristö ja yhteisöllisyys,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/789,2012,Lapsiperheet,ELY,suomenkielinen,maakunta	,0,1
306,439,Kirjastokulttuuria kansalle,Lukemisen edistäminen,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/994,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,7500,1
307,440,Kirjastokumppani - oma opas vammaiselle,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/397,2012,"Kirjaston henkilökunta, Erityisryhmät",ELY,suomenkielinen,kunnat,0,1
308,442,Kirjastolaitteiden modernisointi,Laitehankinnat,Satakunta,Honkajoen kunnankirjasto,Lounais-Suomi,Honkajoki,hankkeet.kirjastot.fi/node/1740,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4000,1
309,443,Kirjastoleikki eskarilaisille,Mediakasvatus,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1528,2013,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3500,1
310,444,Kirjaston aula kyläläisten haltuun,Lukemisen edistäminen,Uusimaa,Söderkullan kirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/2423,2014,"Kirjaston asiakkaat, Ikääntyneet, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,4500,1
311,447,Kirjaston esittelyn ja käytönohjauksen apuvälineet,Laitehankinnat,Etelä-Pohjanmaa,ähtärin kaupunginkirjasto,Länsi- ja Sisä-Suomi,ähtäri,hankkeet.kirjastot.fi/node/602,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,3000,1
312,449,Kirjaston henkilökunnan täydennyskoulutus,Henkilöstön osaaminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/161,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
313,450,Kirjaston ilmeen kohotus 2010-luvulle,Tilasuunnittelu,Etelä-Savo,Kerimäen kirjasto,Itä-Suomi,Savonlinna,hankkeet.kirjastot.fi/node/972,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3500,1
314,451,Kirjaston ja koulun yhteinen mediakasvatushanke,Mediakasvatus,Pohjois-Savo,Kaavin kirjasto,Itä-Suomi,Kaavi,hankkeet.kirjastot.fi/node/427,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,4000,1
315,452,Kirjaston kasvojenkohotus,Tilasuunnittelu,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/746,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,9500,1
316,454,Kirjaston kasvot kirkastuvat,Laitehankinnat,Pirkanmaa,Oriveden kaupunginkirjasto ,Länsi- ja Sisä-Suomi,Orivesi,hankkeet.kirjastot.fi/node/673,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,7000,1
317,455,Kirjaston koordinaatit kuntalaisen kartalle,Palvelujen kehittäminen,Lappi,Keminmaan kunnankirjasto,Lappi,Keminmaa,hankkeet.kirjastot.fi/node/1172,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,3600,1
318,457,Kirjaston laitehankinnat,Mediakasvatus,Pirkanmaa,Ruoveden kunnankirjasto,Länsi- ja Sisä-Suomi,Ruovesi,hankkeet.kirjastot.fi/node/2180,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,kunnat,4000,1
319,459,Kirjaston laitehankinnat,Laitehankinnat,Satakunta,Honkajoen kunnankirjasto,Lounais-Suomi,Honkajoki,hankkeet.kirjastot.fi/node/230,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3200,1
320,461,Kirjaston markkinointi uusille asiakkaille,Palvelujen kehittäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1127,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,0,1
321,463,Kirjaston palveluopas,Palvelujen kehittäminen,Pohjois-Savo,Rautalammin kunnankirjasto,Itä-Suomi,Rautalampi,hankkeet.kirjastot.fi/node/1913,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
322,464,Kirjaston palvelut ja käyttö tutuksi videon avulla,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/1017,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
323,465,Kirjaston palvelutuotteiden muotoilua käytännössä,Palvelujen kehittäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1448,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,12000,1
324,467,Kirjaston seniorityöllä virikkeitä vanhuksille - hanke,Palvelujen kehittäminen,Lappi,Tornion kaupunginkirjasto,Lappi,Tornio,hankkeet.kirjastot.fi/node/1961,2013,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,18500,1
325,468,Kirjaston TVT-hanke,Laitehankinnat,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/2157,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,14000,1
326,470,Kirjaston ulkoisen ja sisäisen markkinoinnin kehittäminen,Palvelujen kehittäminen,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/2376,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,2500,1
327,472,Kirjastonkäytön opetuksen kehittämishanke,Palvelujen kehittäminen,Pohjois-Savo,"Sonkajärven kunnankirjasto, Iisalmen kaupunginkirjasto, Vieremän kunnankirjasto",Itä-Suomi,Sonkajärvi,hankkeet.kirjastot.fi/node/604,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,4000,1
328,473,Kirjastoon kii!,Palvelujen kehittäminen,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/1894,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,8000,1
329,474,Kirjastopalvelua Asikkalan sivukylille,Palvelujen kehittäminen,Päijät-Häme,Asikkalan kirjasto,Etelä-Suomi,Asikkala,hankkeet.kirjastot.fi/node/525,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
330,475,Kirjastopalveluiden tunnettavuuden lisääminen Hyvinkäällä,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/981,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
331,476,Kirjastopalveluja ikäihmisille,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/2295,2014,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
332,477,Kirjastopalvelujen käytön parantaminen Taavetin kirjastossa,Laitehankinnat,Etelä-Karjala,Luumäen kunnankirjasto,Etelä-Suomi,Luumäki,hankkeet.kirjastot.fi/node/556,2012,"Kirjaston asiakkaat, Erityisryhmät",ELY,suomenkielinen,kunnan- tai kaupunginosat	,1000,1
333,479,Kirjastopalvelujen koettu saavutettavuus ja kirjasto kansalaisen mielenmaisemassa. Tutkimushanke,Palvelujen kehittäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1054,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,valtakunnallinen	,30000,1
334,481,Kirjastopalvelujen tuottaminen seutukirjastossa - kyselyt Joensuun seutukirjaston henkilökunnalle ja asiakkaille,Palvelujen kehittäminen,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/1161,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,seutukunnat	,9000,1
335,483,Kirjastopalvelujen ulottaminen toisen asteen oppilaitoksiin,Kokoelmat,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1286,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
336,484,KirjastoParkki,Lukemisen edistäminen,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/611,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,5000,1
337,485,"Kirjastossa on \lukemattomia kirjoja\"" - Kokoelman selvittäminen""",Kokoelmat,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/594,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,0,1
338,487,Kirjastossa tapahtuu-jakelu ,Palvelujen kehittäminen,Etelä-Pohjanmaa,Karijoen kunnankirjasto,Länsi- ja Sisä-Suomi,Karijoki,hankkeet.kirjastot.fi/node/628,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,0,1
339,489,Kirjastosta iloa arkeen ikäihmisille,Palvelujen kehittäminen,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto/ Ylistaron kirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/533,2012,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,8000,1
340,490,Kirjastosta juuret elämään,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/288,2012,Erityisryhmät,ELY,suomenkielinen,ylimaakunnallinen	,85000,1
341,491,"Kirjastosta juuret elämään, jatkohanke",Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1940,2014,Erityisryhmät,ELY,suomenkielinen,ylimaakunnallinen	,80000,1
342,492,"Kirjastosta mediastoksi, mediasta on moneksi",Mediakasvatus,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto /Ylistaron kirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/2190,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,7500,1
343,493,Kirjastosta yleistajuistettua tietoa,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1193,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,maakunta	,6000,1
344,495,Kirjastotrailerit,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/418,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,seutukunnat	,0,1
345,497,Kirjastovipinät senioreille,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/1306,2013,"Työikäinen väestö, Ikääntyneet",ELY,suomenkielinen,seutukunnat	,5000,1
346,499,Kirjat kuplimaan - vinkistä sarjakuvaksi,Lukemisen edistäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/726,2012,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,4500,1
347,500,"Kirjat vinkeiksi, vinkit kuviksi, kuvat näyttelyksi",Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1973,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,500,1
348,501,Kirjava,Oppimisympäristö ja yhteisöllisyys,Pohjois-Savo,Vesannon kunnankirjasto,Itä-Suomi,Vesanto,hankkeet.kirjastot.fi/node/2005,2014,"Ikääntyneet, Erityisryhmät",ELY,suomenkielinen,kunnat,15000,1
349,503,KIRJAVAA - kirjastojen ja nuorisotyön monialaisen yhteistyön kehittäminen osallisuuden ja yhdenvertaisuuden tukemiseksi,Strateginen kehittäminen,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1295,2013,"Nuoret (13-19  v.), Sidosryhmät",ELY,suomenkielinen,maakunta	,19000,1
350,505,Kirjavinkkauksella lisää lukuintoa,Lukemisen edistäminen,Keski-Suomi,Wiitaunionin aluekirjasto,Länsi- ja Sisä-Suomi,Pihtipudas,hankkeet.kirjastot.fi/node/2272,2014,Lapset (alle 13 v.),ELY,suomenkielinen,seutukunnat	,8000,1
351,506,Kirjavinkkausta toisella kotimaisella,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/535,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
352,507,Kirkkonummen kunnankirjasto/Monikulttuurisuus-projekti,Palvelujen kehittäminen,Uusimaa,Kirkkonummen kunnankirjasto,Etelä-Suomi,Kirkkonummi,hankkeet.kirjastot.fi/node/411,2012,"Maahanmuuttajat, Sidosryhmät",ELY,suomenkielinen,kunnat,35000,1
353,509,KISKO eli KIrjastopalvelujen Strateginen Kehittäminen Oulun eteläisen kirjastoissa muutosvaiheessa,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Haapaveden kirjasto,Pohjois-Suomi,Haapavesi,hankkeet.kirjastot.fi/node/2166,2014,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,26000,1
354,510,Kiuruveden kaupunginkirjasto 150 v. -juhlavuosi,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/295,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,5500,1
355,511,Klassikot heräävät Ruususen unesta,Lukemisen edistäminen,Pohjois-Pohjanmaa,Iin kunta /Ii-instituutti -liikelaitos /Pääkirjasto,Pohjois-Suomi,Ii,hankkeet.kirjastot.fi/node/1311,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,15000,1
356,512,Klassikot tutuiksi,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/2010,2014,"Nuoret (13-19  v.), Kirjaston asiakkaat",ELY,suomenkielinen,kunnan- tai kaupunginosat	,2500,1
357,514,Klikkaa ja aukaise!,Palvelujen kehittäminen,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1908,2014,"Nuoret aikuiset (19.-29 v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,0,1
358,516,Koheennuttava tarinakuvastin,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/1900,2014,"Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnat,6000,1
359,519,Kohtaa elävä kirjailija!,Lukemisen edistäminen,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/560,2013,"Nuoret aikuiset (19.-29 v.), Kirjaston asiakkaat",ELY,suomenkielinen,kunnat,5500,1
360,521,Kohtaavat kokoelmat,Oppimisympäristö ja yhteisöllisyys,Keski-Suomi,Hankasalmen kirjasto,Länsi- ja Sisä-Suomi,Hankasalmi,hankkeet.kirjastot.fi/node/461,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,2500,1
361,522,Kohti kehittyvää asiakaspalvelua,Verkkopalvelut,Keski-Suomi,Toivakan kunnankirjasto,Länsi- ja Sisä-Suomi,Toivakka,hankkeet.kirjastot.fi/node/258,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,3000,1
362,523,Kohti parastettua palvelua muuttuvissa organisaatioissa,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/992,2013,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,15000,1
363,524,Koillis-Savon aluekirjasto alkuun!,Strateginen kehittäminen,Pohjois-Savo,Koillis-Savon aluekirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1285,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,25000,1
364,526,Koillismaan kirjastohenkilöstön täydennyskoulutus,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/1145,2013,Kirjaston henkilökunta,ELY,suomenkielinen,ylimaakunnallinen	,0,1
365,527,Koiranvirassa kovissa kansissa,Oppimisympäristö ja yhteisöllisyys,Etelä-Karjala,Imatran kaupunginkirjasto,Etelä-Suomi,Imatra,hankkeet.kirjastot.fi/node/548,2012,"Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,seutukunnat	,3900,1
366,529,Koivuhaka  -  asiakkaidensa oloinen lähikirjasto,Palvelujen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/435,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,10000,1
367,531,Kokkolalaiset VHS -aarteet jälkipolville,Digitointi,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/534,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,5000,1
368,533,Koko koulu lukee 2,Lukemisen edistäminen,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1117,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,3500,1
369,536,Koko kylä lukee ,Lukemisen edistäminen,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1822,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,2000,1
370,539,"Kokoelma ojennukseen, kirjat kuriin!",Kokoelmat,Keski-Pohjanmaa,Kaustisen kirjasto,Länsi- ja Sisä-Suomi,Kaustinen,hankkeet.kirjastot.fi/node/1066,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
371,540,Kokoelman inventointi,Kokoelmat,Pohjois-Karjala,Kiteen kaupunginkirjasto,Itä-Suomi,Kitee,hankkeet.kirjastot.fi/node/1429,2013,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,9000,1
372,541,Kolmoset kirjastokoukkuun ,Mediakasvatus,Uusimaa,Vihdin kunnankirjasto ,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/1598,2013,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,10000,1
373,542,Kombikirjastossa kohdataan,Palvelujen kehittäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/621,2012,"Kirjaston asiakkaat, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,41000,1
374,544,Kone kädestä pitäen - opetusmateriaalit verkko- ja laiteopastuksiin,Palvelujen kehittäminen,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1764,2014,"Kirjaston henkilökunta, Ikääntyneet, Erityisryhmät, Maahanmuuttajat",ELY,suomenkielinen,kunnat,18000,1
375,548,Kontakti kirjailijaan!,Lukemisen edistäminen,Pohjois-Karjala,Lieksan kaupunginkirjasto,Itä-Suomi,Lieksa,hankkeet.kirjastot.fi/node/1090,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
376,549,"Kopiointi-, tulostus- ja skannausmahdollisuudet ajan tasalle ",Laitehankinnat,Uusimaa,Karjalohjan kunnankirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/574,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
377,550,Korkean profiilin työasuja kirjastoon,Palvelujen kehittäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/582,2012,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,10000,1
378,551,Kotipalvelu vireäksi,Palvelujen kehittäminen,Etelä-Savo,Mäntyharjun kunnankirjasto,Itä-Suomi,Mäntyharju,hankkeet.kirjastot.fi/node/2056,2014,Ikääntyneet,ELY,suomenkielinen,kunnat,5000,1
379,552,Kotiseutu talteen,Digitointi,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/1907,2014,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,14000,1
380,553,Kotiseutuhistorian digitointi,Digitointi,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/1055,2013,"Kirjaston asiakkaat, Sidosryhmät",ELY,suomenkielinen,kunnat,0,1
381,555,Kotiseutukokoelma kuuluu kaikille,Kokoelmat,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/1472,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,2000,1
382,557,Kotiseutukokoelman digitoinnin kartoitustyö,Digitointi,Pirkanmaa,Nokian kaupunginkirjasto,Länsi- ja Sisä-Suomi,Nokia,hankkeet.kirjastot.fi/node/482,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,valtakunnallinen	,5000,1
383,559,Kotiseutukokoelman digitointityö,Digitointi,Pirkanmaa,Nokian kaupunginkirjasto,Länsi- ja Sisä-Suomi,Nokia,hankkeet.kirjastot.fi/node/1288,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät, Kirjaston henkilökunta, Sidosryhmät",ELY,suomenkielinen,valtakunnallinen	,5000,1
384,563,Kotiseututietokannan viimeistelyhanke vuosille 2013-2014,Digitointi,Pohjois-Karjala,Ilomantsin kunnankirjasto,Itä-Suomi,Ilomantsi,hankkeet.kirjastot.fi/node/1387,2013,"Kirjaston asiakkaat, Sidosryhmät",ELY,suomenkielinen,valtakunnallinen	,6000,1
